functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2006-01-01T00:00:00,"""2006-01-01T23:00:00.000Z""",11,106,1_residential,20,9,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7051036VG4175A,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7051036&rc2=VG4175A,1222 m2,1222
functional,1885-01-01T00:00:00,"""1885-01-01T23:00:00.000Z""",1991-01-01T00:00:00,"""1991-01-01T23:00:00.000Z""",26,106,1_residential,24,9,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6744215VG4164D,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6744215&rc2=VG4164D,1415 m2,1415
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2005-01-01T00:00:00,"""2005-01-01T23:00:00.000Z""",12,105,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8254106VG4185C,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8254106&rc2=VG4185C,112 m2,112
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2005-01-01T00:00:00,"""2005-01-01T23:00:00.000Z""",12,105,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8054004VG4185C,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8054004&rc2=VG4185C,134 m2,134
functional,1850-01-01T00:00:00,"""1850-01-01T23:00:00.000Z""",1955-01-01T00:00:00,"""1955-01-01T23:00:00.000Z""",62,105,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7955717VG4175F,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7955717&rc2=VG4175F,118 m2,118
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2005-01-01T00:00:00,"""2005-01-01T23:00:00.000Z""",12,105,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7349304VG4174G,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7349304&rc2=VG4174G,1379 m2,1379
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2005-01-01T00:00:00,"""2005-01-01T23:00:00.000Z""",12,105,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7056302VG4175E,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7056302&rc2=VG4175E,112 m2,112
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2005-01-01T00:00:00,"""2005-01-01T23:00:00.000Z""",12,105,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=451203C0000000,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=451203C&rc2=0000000,407 m2,407
functional,1850-01-01T00:00:00,"""1850-01-01T23:00:00.000Z""",1954-01-01T00:00:00,"""1954-01-01T23:00:00.000Z""",63,104,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7955729VG4175F,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7955729&rc2=VG4175F,124 m2,124
functional,1910-01-01T00:00:00,"""1910-01-01T23:00:00.000Z""",2014-01-01T00:00:00,"""2014-01-01T23:00:00.000Z""",3,104,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7853807VG4175D,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7853807&rc2=VG4175D,193 m2,193
